label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
1,-348.8320304240277,1973.2787229185637,749.5844179349615,1152.4487173502855,608.4264647402481,166.82405870657217,59.765627177072666,-483.62762945292627,-384.7602763455219,-405.613635691941,329.2650567573648,-214.9117796358336,-135.3560664568985,-107.38034966477976,-355.1221958142177,138.65575527743476,-394.0382247005136,-330.27203270208827,-176.0224632209746,602.5954883421012,429.10215577799835,348.93933925631313,349.10809728748893,-72.63642542382041,-301.9632016263303,90.82908981050244,-154.49819813732736,-324.58546559112074,-152.71495756024032,40.807578960347435,45.59483254788566,113.39537764566549,-83.39193558892036,-284.57682714915126,52.264229425553985,-43.60204457568506,-51.72783044240107,231.82023148140235,272.7527369602066,54.857551574295236,-65.82232672490008,-32.06048002127645,-19.765789264446976,367.0340903975681,-122.35028783029615,186.55239862532144,-95.62089374060608,-99.29205454145219,179.84359137025498,-177.11824743116983
1,659.3275893193957,1587.4296534755317,844.5035907827516,626.5715297432981,-666.4820066760329,-28.302443750963576,197.6372284734459,-252.18692343850213,299.0590148818467,-705.4280177056911,119.47092325689096,174.06745704188646,-195.82946533293546,-270.5723599138889,198.13039636412222,-48.57018583875484,-273.34315878645276,396.812773035363,263.39079342667236,-257.5631384507034,-102.24522402392745,-198.66078071350913,-254.35376724060416,295.5167808127549,-216.14775233342448,105.2339096135953,177.56488236735387,-59.53904299597158,115.65211164178507,-141.80408721866098,-152.8859766196504,99.38104290392721,83.99848197297305,67.47426194596707,13.432601331224014,104.72486987609855,-152.98040802504093,-47.2886568902113,306.8088509498944,-84.99217487204201,99.52325883804974,-339.7120539948875,137.6057479645025,306.6346989318212,-69.9941833993855,128.1136399461718,54.981893987279875,158.05770010755165,125.21607621717462,-234.1189574504232
1,-1721.1292302825177,1554.9224306815947,546.8721540396605,961.0189904898639,-1505.6219151827331,115.72046248380644,19.994243890958703,-932.9932181462807,-135.31716120208972,-303.6229039753098,-33.43471705103567,132.00555568578358,286.94627274454257,-260.8786235744921,-712.5223303452535,530.4689982105268,-167.57186659081486,284.2795244933934,-73.5072072784821,641.3569160909246,152.68697342136846,-79.79595868531239,-124.02748635810208,-88.2961198312463,122.56921049550304,143.5188704160662,-206.81693215925569,253.0110138591963,-246.52369281040086,-261.2743227824785,-276.6110490977947,-5.004819525117483,61.87863662328947,-261.7834067011775,107.04422366257275,123.36059749004887,46.84998718976234,454.9575981443802,-1.6960560320307465,304.7944021187804,167.7325366916602,-253.37667494428956,191.42270731882695,180.55833753315645,98.2436858887375,102.57483588813393,-145.06406374496754,37.0933347583239,69.1583157461425,13.492425834102821
1,-245.44293213668,2081.7050006130066,308.2532641820077,265.53410874355427,-837.611388451126,-752.2396666223189,315.9496151014876,-243.61502904150933,-211.89975081242162,-982.6315104371506,-131.79112389936404,-386.46494213665073,-534.6164233894444,68.54178624370311,-64.70692718961988,-348.3807910111453,-49.864235886985654,691.2082504185407,-90.54192161963319,149.63220830091342,-297.5325625164519,79.3479629606361,145.90470178587708,311.92874079380863,-91.71679999804465,-16.678031546648914,126.82599106313025,241.01227895328202,-27.01531467283106,-144.593403198081,-231.12550021269234,162.20258775811251,-83.37020169089494,66.02005203556917,-129.11995669322013,96.24986268210621,295.4347508793257,68.01112228233153,276.07642666728907,235.14867810170506,-79.16736044396542,-119.14832622119545,148.3208143662512,-8.21166769646456,-69.2760822695883,288.89068030224684,-76.22400909360492,70.55239461178397,224.5786853118476,-62.90013212859776
1,-1275.3460224121923,2000.6472858107584,900.6635677529075,1755.7958805718788,557.2364239122934,-821.0366633617256,-828.2498923511654,183.15123903727272,893.6480585283476,-143.81691655226217,-113.07319225782729,-97.88236762662214,11.867402677023922,-175.47581931575607,138.40830386156375,-536.4603225679293,109.35136721787927,-120.6288745784275,334.3260361154406,198.17180028821207,-368.1110397127536,360.9615657170324,-192.60843278909377,361.96233276015766,114.51861606134366,41.47505158368943,69.40086092451449,261.1633808093025,-240.90262508084834,-6.498592784423288,-54.86938346719933,74.28864712270737,333.1134302073869,355.8064593157641,-359.43073752564425,38.79950224573405,215.63192286569586,-167.23801583881584,75.52786602927051,-163.86882564677248,-125.73415988948679,267.0940527585244,-18.523620744136217,-154.31807962041557,-9.901200285387702,-216.93725271601036,40.330763506983025,-16.077208271975774,58.69353540882328,-39.618781310086646
1,-1304.0744889830685,2321.5253627049965,627.8079785864653,1455.6395406542154,212.89218930533443,-435.90331409837694,-97.53150835012143,-511.54425816595796,-28.72001891169116,-27.302272470202062,-33.151597901196816,75.32062174528798,308.57391608429094,-279.27905287724496,-558.9050861949426,202.9582713058513,-410.5136353484201,-4.576569778486906,69.56296787802707,861.647080226966,214.26166650987375,178.73632786420418,-168.3009467484924,-50.28149850661376,113.60236289697033,101.684890770833,63.28551168806418,252.68728308107114,-477.9459747934371,-229.51729335722965,16.127407026481492,-123.42128146650772,77.6466634266989,-108.7880847807622,84.19042257322295,147.27630450127447,-186.35424923891,455.83855712229024,180.122727764674,212.6434324005226,-165.50932953911047,63.054920805056916,188.4270294973171,334.56029820513413,-87.1383089355108,-161.4987241034043,-170.0655032439852,-17.61320216396881,25.07116873827374,36.85944804759394
1,-1077.4806487245296,1513.553029382824,865.8038342559219,1317.62109512169,-829.8227143305405,-514.3744324136602,-691.4489925096616,181.61832292815345,951.1635031540485,-144.95162510022197,-73.09047698557063,129.91192866754358,-29.692392628365536,67.39794237465401,-16.947918252038804,-409.0533840067952,98.9010704166964,-67.35792205043013,769.0972911067173,-282.3481488510952,-657.8703412322363,159.26223136049452,151.61938000254298,471.41811877881076,60.41636905378277,119.20640140154242,-94.28436819075765,253.8617285850427,27.76882241099306,76.39098080166161,-64.96054259176579,229.78090964364063,387.2166556238371,385.1765544538173,-456.82761285284727,25.120103978977532,-30.752081234186406,-334.94504334719187,-70.4544071562979,-2.1367394511837148,70.57812272179358,160.66117689538146,136.4978340562883,-252.02219331797323,7.656689138641763,80.66148379175415,84.91822892205198,78.3297669876329,-292.57685602860386,-220.00461017954785
1,-244.4218479712997,1836.4890688244795,596.5337404858655,1015.5104128740625,-739.7067347099447,-687.4314597926939,142.5645350492499,-213.0210815990979,494.9642662665519,-457.995415822938,60.928782751926235,624.3459476484991,166.5877665005895,-524.3511057700936,233.10029554623407,76.06321124756329,86.81231690484545,129.63297223665808,561.7337314938084,94.2515666906205,117.18529063944177,-57.690367531854136,-408.56416377177425,256.58637445087516,261.7913060933153,112.3450577486864,10.085589760932269,242.42429561939122,95.48001835521848,296.743383190479,-121.23382286560903,97.3125751721278,309.5294471226763,81.86660749790167,-285.84905903494956,39.90624323645618,-67.35594377029156,-42.842651349276466,101.01781541829124,165.78186102998444,181.27857545822752,-158.82112932319728,17.41712286554595,-218.55560107878176,-161.8788123261611,56.39536093924983,-70.97314573567563,4.492479703539868,52.87795642077516,-16.036559416138747
1,-220.07198505000727,2189.954932963263,375.70659887619246,1381.3110632651606,1089.6109902670028,-617.1278698751846,216.7675634277769,-415.1292447643886,228.47329862578982,-695.9115783159584,46.24794998003614,159.86560401008057,-114.20726543498405,-650.522634339314,-260.7912148814794,-312.85854611773374,-573.4511689185692,250.21560337637464,67.92651476797056,110.02976049985907,149.75977220727276,25.191189315484763,-483.9886191436128,324.22489820065766,150.3785082223497,21.21451511903478,232.0262254029292,-102.73177008086576,-103.25118447898502,-270.42455837670695,152.22546211161455,-33.84708121627943,-7.998474800579302,57.0451445869258,-170.70790165085612,129.6081726199069,69.72660461197431,-121.52023808710976,184.19186877186326,-26.874584898110513,-55.87246965322174,-113.92609198001323,-156.54163864644997,146.86034805233695,20.396726996568724,135.1714854832811,-111.49148534851652,-244.0001825822483,88.6754764976429,19.86522483436631
1,-664.0352826349939,1904.4915386156054,932.0781608237261,1661.5701008953251,926.9019969705528,-1042.764816696329,-39.62031445531764,-641.2924863131873,73.46953221230959,-88.48510220186378,-85.06399947850367,568.3645433728794,506.26036509937865,-740.9838105696788,-15.351058330569458,-186.52580254529616,-562.7451298671596,210.8285065489922,256.73381820077077,486.63839066701695,438.7263380928931,239.7912679662335,-240.64641513742848,38.65488466491673,212.31398823477096,276.1693571541958,179.81649378941523,140.61016718345482,-351.97624464718126,404.4684367034679,74.94499451484108,216.1001874472149,-1.0129222993028222,282.75024559693463,-25.289766400443234,254.47817781491557,52.84290366350106,29.406385558290353,-120.64719807754935,136.48759057192316,14.031274003014413,-45.64451512258051,-194.31870901198414,281.94290599165754,-48.24069719822519,10.642777150474739,-65.04548692669975,-195.34714482920307,204.67907544476773,173.6036518315629
